rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Luggage dropoff allowed,Long term stays allowed,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,Pool,Shared sauna,Elevator,Washer,Hot tub,Pets allowed,Superhost,Sauna,Mountain view,Resort view,Free street parking,HDTV,Free washer – In unit,Free parking garage on premises – 1 space,Private patio or balcony,City skyline view,Private outdoor pool - available all year, open specific hours, infinity,Shared hot tub,Garden view,Free residential garage on premises – 1 space,Shared pool,32 inch HDTV with Netflix,Refrigerator,Shared indoor pool - open specific hours, heated, pool toys, rooftop,Wifi – 7 Mbps,Free carport on premises – 1 space,Shared outdoor pool - available all year,HDTV with Netflix, Roku,Fast wifi – 95 Mbps,55 inch HDTV,Free residential garage on premises,Shared outdoor pool,43 inch HDTV with Netflix, standard cable,TV with standard cable,__typename,listing,avgRatingA11yLabel,avgRatingLocalized,listingParamOverrides,pricingQuote,badges,contextualPictures,priceRankScore,priceRank,Private sauna,Private indoor pool - available all year,55 inch TV with Netflix,Park view,AC - split type ductless system,Air conditioning,Fast wifi – 268 Mbps,42 inch HDTV,Patio or balcony,Shared backyard – Not fully fenced,Pack ’n play/Travel crib - available upon request,Folding or convertible high chair - available upon request,Microwave,Shared indoor pool - available all year, lap pool,Shared hot tub - available all year,Courtyard view,55 inch HDTV with Netflix,Shared hot tub - available seasonally,Breakfast,32 inch HDTV,Samsung 380L refrigerator,Paid parking lot off premises,Shared outdoor pool - available seasonally,165 inch HDTV with Netflix, premium cable,Dryer,Shared outdoor pool - open specific hours,Fast wifi – 186 Mbps,Hair dryer,Paid parking garage off premises,40 inch HDTV,Backyard,HDTV with premium cable,Free dryer – In unit,Central air conditioning,Washer – In unit,50 inch HDTV with Netflix,Valley view,Wifi – 16 Mbps,60 inch HDTV with Netflix, HBO Max, Disney+,Bay view,Beach view,32 inch HDTV with premium cable, Netflix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,270,65,0,205,0,0,0,0,0,816185132360414545,Apartment in Ibagué,01/18/25 - 01/21/25,254,42,30,4.81,4.81 (32),14,https://www.airbnb.com/rooms/816185132360414545?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,69,3,207,0.8149606299212600,11,36,47,0.18503937007874000,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,230,60,0,170,0,0,0,0,0,1085046316716221058,Home in Villa Restrepo,01/18/25 - 01/21/25,296,43,34,,,21,https://www.airbnb.com/rooms/1085046316716221058?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,89,3,268,0.9054054054054050,28,0,28,0.0945945945945946,,,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,FALSE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,180,,,90,,,,,,1269765672487496429,Apartment in Ibagué,01/18/25 - 01/21/25,88,1,,5,5.0 (15),1,https://www.airbnb.com/rooms/1269765672487496429?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,24,3,71,0.8068181818181820,5,12,17,0.19318181818181800,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,170,,,90,,,,,,1112437545391181322,Apartment in Ibagué,01/18/25 - 01/21/25,98,3,,5,5.0 (28),1,https://www.airbnb.com/rooms/1112437545391181322?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,75,0.7653061224489800,9,14,23,0.23469387755102000,2 beds,,TRUE,TRUE,TRUE,,,,,,FALSE,,,,,TRUE,,,,,,,,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,160,,,90,,,,,,1284094417579163615,Condo in Ibagué,01/18/25 - 01/21/25,119,5,,5,5.0 (5),1,https://www.airbnb.com/rooms/1284094417579163615?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.8571428571428570,0,17,17,0.14285714285714300,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,FALSE,,,TRUE,,TRUE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,155,,,90,,,,,,1306121090571113296,Apartment in Ibagué,01/18/25 - 01/21/25,120,6,,5,5.0 (4),1,https://www.airbnb.com/rooms/1306121090571113296?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,88,0.7333333333333330,15,17,32,0.26666666666666700,1 bed,,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,TRUE,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,140,,,90,,,,,,1184149691220047184,Apartment in Ibagué,01/18/25 - 01/21/25,132,9,,5,5.0 (18),1,https://www.airbnb.com/rooms/1184149691220047184?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.7727272727272730,11,19,30,0.22727272727272700,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,FALSE,TRUE,,,,,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,125,,,90,,,,,,1258172839676377986,Apartment in Ibagué,01/18/25 - 01/21/25,157,12,,5,5.0 (7),1,https://www.airbnb.com/rooms/1258172839676377986?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,122,0.7770700636942680,13,22,35,0.2229299363057330,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,110,,,90,,,,,,1260136135190722713,Apartment in Ibagué,01/18/25 - 01/21/25,230,15,,5,5.0 (7),1,https://www.airbnb.com/rooms/1260136135190722713?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,61,3,184,0.8,14,32,46,0.2,1 sofa bed,,TRUE,TRUE,TRUE,,,,,,FALSE,,,TRUE,,TRUE,TRUE,,,,TRUE,,,TRUE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,115,,,85,,,,,,817709413772889492,Condo in Ibagué,01/18/25 - 01/21/25,180,13,,4.96,4.96 (27),2,https://www.airbnb.com/rooms/817709413772889492?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,141,0.7833333333333330,14,25,39,0.21666666666666700,3 beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,TRUE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,140,,,80,,,,,,920943384520791693,Condo in Ibagué,01/18/25 - 01/21/25,123,7,,4.94,4.94 (33),3,https://www.airbnb.com/rooms/920943384520791693?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,92,0.7479674796747970,14,17,31,0.25203252032520300,1 double bed,,TRUE,TRUE,TRUE,,,,,,FALSE,,,,TRUE,,,,,,,TRUE,,,,FALSE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,90,,,75,,,,,,1116978391813706147,Apartment in Ibagué,01/18/25 - 01/21/25,292,16,,4.93,4.93 (28),4,https://www.airbnb.com/rooms/1116978391813706147?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,78,3,235,0.8047945205479450,16,41,57,0.1952054794520550,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,145,,,70,,,,,,24581977,Apartment in Ibagué,01/18/25 - 01/21/25,105,4,,4.91,4.91 (140),5,https://www.airbnb.com/rooms/24581977?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,81,0.7714285714285720,9,15,24,0.22857142857142900,,,TRUE,TRUE,TRUE,,,,,,FALSE,,,,,,TRUE,,,,,,,,,FALSE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,75,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,50,,,40,,,,,,1201778429056039901,Apartment in Ibagué,01/18/25 - 01/21/25,307,17,,4.91,4.91 (11),11,https://www.airbnb.com/rooms/1201778429056039901?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,83,3,248,0.8078175895765470,16,43,59,0.19218241042345300,4 beds,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,18,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,95,,,50,,,,,,858872830234860170,Apartment in Ibagué,01/18/25 - 01/21/25,133,10,,4.86,4.86 (43),9,https://www.airbnb.com/rooms/858872830234860170?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,109,0.8195488721804510,5,19,24,0.18045112781954900,,,TRUE,TRUE,,TRUE,,,,,FALSE,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,45,14,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,105,,,65,,,,,,1222037960630506206,Apartment in Ibagué,01/18/25 - 01/21/25,154,11,,4.86,4.86 (7),6,https://www.airbnb.com/rooms/1222037960630506206?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.7987012987012990,9,22,31,0.2012987012987010,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,FALSE,,,TRUE,,,TRUE,TRUE,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,120,,,35,,,,,,1243821045699954359,Apartment in Ibagué,01/18/25 - 01/21/25,89,2,,4.84,4.84 (25),12,https://www.airbnb.com/rooms/1243821045699954359?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,24,3,72,0.8089887640449440,5,12,17,0.19101123595505600,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,FALSE,,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,85,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,115,,,60,,,,,,820256721613447361,Apartment in Ibagué,01/18/25 - 01/21/25,129,8,,4.82,4.82 (118),7,https://www.airbnb.com/rooms/820256721613447361?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.7906976744186050,9,18,27,0.20930232558139500,,,TRUE,TRUE,,TRUE,,,,,FALSE,,,,,,,,TRUE,,,,,,TRUE,FALSE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,55,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,85,,,45,,,,,,1305381002769865823,Apartment in Ibagué,01/18/25 - 01/21/25,154,11,,,New,10,https://www.airbnb.com/rooms/1305381002769865823?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.7987012987012990,9,22,31,0.2012987012987010,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,FALSE,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,16,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,80,,,55,,,,,,1148702571638268317,Apartment in Ibagué,01/18/25 - 01/21/25,211,14,,,,8,https://www.airbnb.com/rooms/1148702571638268317?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,57,3,170,0.8056872037914690,11,30,41,0.1943127962085310,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,,,TRUE,,,TRUE,,TRUE,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,145,,,80,,,,,,1300254776273918326,Apartment in Ibagué,01/18/25 - 01/21/25,119,6,,5,5.0 (3),3,https://www.airbnb.com/rooms/1300254776273918326?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.8571428571428570,0,17,17,0.14285714285714300,,,TRUE,,,TRUE,,,,,FALSE,FALSE,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,135,,,80,,,,,,1251446988476843496,Apartment in Ibagué,01/18/25 - 01/21/25,130,8,,5,5.0 (3),3,https://www.airbnb.com/rooms/1251446988476843496?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,112,0.8615384615384620,0,18,18,0.13846153846153800,2 beds,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,110,,,80,,,,,,1108073089904984975,Apartment in Ibagué,01/18/25 - 01/21/25,160,13,,5,5.0 (6),3,https://www.airbnb.com/rooms/1108073089904984975?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,53,3,160,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,95,,,80,,,,,,1107506314587684851,Apartment in Ibagué,01/18/25 - 01/21/25,331,16,,5,5.0 (5),3,https://www.airbnb.com/rooms/1107506314587684851?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,91,3,272,0.8217522658610270,12,47,59,0.1782477341389730,5 beds,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,140,,,75,,,,,,1024590029370802396,Apartment in Ibagué,01/18/25 - 01/21/25,119,6,,4.96,4.96 (57),4,https://www.airbnb.com/rooms/1024590029370802396?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.8571428571428570,0,17,17,0.14285714285714300,,,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,65,4,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,180,,,90,,,,,,956593270887743953,Apartment in Ibagué,01/18/25 - 01/21/25,80,1,,4.93,4.93 (14),1,https://www.airbnb.com/rooms/956593270887743953?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,19,3,58,0.725,11,11,22,0.275,,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,FALSE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,155,,,70,,,,,,39488623,Apartment in Ibagué,01/18/25 - 01/21/25,95,2,,4.88,4.88 (66),5,https://www.airbnb.com/rooms/39488623?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,68,0.7157894736842110,14,13,27,0.28421052631578900,2 beds,,TRUE,TRUE,,TRUE,,,,,FALSE,FALSE,,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
