rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Courtyard view,Patio or balcony,Backyard,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Fast wifi – 120 Mbps,Fast wifi – 93 Mbps,Free parking garage on premises,Private hot tub - available all year,Sauna,Fast wifi – 354 Mbps,65 inch HDTV with Netflix,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Garden view,Fast wifi – 446 Mbps,Private hot tub - available all year,open 24 hours,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Shared hot tub,Park view,Fast wifi – 510 Mbps,Free washer – In building,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Pool,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,43 inch HDTV with Netflix,standard cable,Valley view,Fast wifi – 303 Mbps,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Private hot tub,Free dryer,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Shared outdoor pool - open specific hours,rooftop,32 inch HDTV with Fire TV,standard cable,Bathtub,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Free driveway parking on premises – 1 space,Fast wifi – 160 Mbps,Washer – In building,Fast wifi – 149 Mbps,50 inch HDTV with standard cable,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,52 inch HDTV with Disney+,Netflix,Roku,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 218 Mbps,42 inch HDTV with standard cable,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Shared outdoor pool - available all year,open specific hours,Shared hot tub - available all year,open specific hours,Fast wifi – 475 Mbps,50 inch HDTV,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Paid parking lot off premises,Sound system
53,2445,1095,0,1350,0,0,0,0,0,838470497202886820,Condo in Medellín,01/18/25 - 01/21/25,126,52,16,5,5.0 (15),1,https://www.airbnb.com/rooms/838470497202886820?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,93,0.7380952381,15,18,33,0.2619047619,2 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2445,1175,0,1270,0,0,0,0,0,929235228128531473,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,108,36,16,4.84,4.84 (63),17,https://www.airbnb.com/rooms/929235228128531473?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,92,0.8518518519,16,0,16,0.1481481481,3 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2445,1185,0,1260,0,0,0,0,0,1266067563198974241,Loft in Laureles-Estadio,01/18/25 - 01/21/25,106,34,20,4.82,4.82 (11),19,https://www.airbnb.com/rooms/1266067563198974241?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,106,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,,,FALSE,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2440,1250,0,1190,0,0,0,0,0,37426179,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,86,21,11,4.68,4.68 (80),33,https://www.airbnb.com/rooms/37426179?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,79,0.9186046512,7,0,7,0.08139534884,1 bed,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2435,1155,0,1280,0,0,0,0,0,791073836201136271,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,113,40,13,4.86,4.86 (7),15,https://www.airbnb.com/rooms/791073836201136271?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,84,0.7433628319,13,16,29,0.2566371681,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2435,1175,0,1260,0,0,0,0,0,967547690470590374,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,108,36,14,4.82,4.82 (77),19,https://www.airbnb.com/rooms/967547690470590374?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.7962962963,7,15,22,0.2037037037,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2435,1185,0,1250,0,0,0,0,0,1271147162761970978,Loft in Laureles-Estadio,01/18/25 - 01/21/25,106,34,20,4.8,4.8 (20),21,https://www.airbnb.com/rooms/1271147162761970978?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,106,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2435,1185,0,1250,0,0,0,0,0,946520540439801755,Loft in Medellín,01/18/25 - 01/21/25,106,34,11,4.8,4.8 (51),21,https://www.airbnb.com/rooms/946520540439801755?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,79,0.7452830189,12,15,27,0.2547169811,,,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,,,FALSE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2435,1195,0,1240,0,0,0,0,0,741357452453116170,Apartment in Medellín,01/18/25 - 01/21/25,104,32,10,4.78,4.78 (72),23,https://www.airbnb.com/rooms/741357452453116170?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,77,0.7403846154,14,15,29,0.2788461538,,TRUE,,,,,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2430,1110,0,1320,0,0,0,0,0,687927696574470546,Home in Medellín,01/18/25 - 01/21/25,122,49,14,4.94,4.94 (35),7,https://www.airbnb.com/rooms/687927696574470546?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.7131147541,18,17,35,0.2868852459,2 beds,TRUE,,TRUE,,,,,,,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2430,1115,0,1315,0,0,0,0,0,1259422690617984551,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,121,48,20,4.93,4.93 (14),8,https://www.airbnb.com/rooms/1259422690617984551?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,104,0.8595041322,0,17,17,0.1404958678,2 beds,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,,,FALSE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2430,1125,0,1305,0,0,0,0,0,1103824789177234647,Loft in Medellín,01/18/25 - 01/21/25,119,46,25,4.91,4.91 (64),10,https://www.airbnb.com/rooms/1103824789177234647?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2420,1070,0,1350,0,0,0,0,0,1274972288466217105,Loft in Medellín,01/18/25 - 01/21/25,131,57,29,5,5.0 (11),1,https://www.airbnb.com/rooms/1274972288466217105?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2420,1070,0,1350,0,0,0,0,0,1263955582387290981,Loft in Laureles-Estadio,01/18/25 - 01/21/25,131,57,29,5,5.0 (3),1,https://www.airbnb.com/rooms/1263955582387290981?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2420,1070,0,1350,0,0,0,0,0,1198627103747887380,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,131,57,13,5,5.0 (10),1,https://www.airbnb.com/rooms/1198627103747887380?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,85,0.6488549618,28,18,46,0.3511450382,3 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2420,1145,0,1275,0,0,0,0,0,660642282470153236,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,115,42,18,4.85,4.85 (27),16,https://www.airbnb.com/rooms/660642282470153236?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,99,0.8608695652,0,16,16,0.1391304348,1 bed,TRUE,TRUE,,,TRUE,,TRUE,,TRUE,FALSE,TRUE,,,,,,,,,,,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2420,1180,0,1240,0,0,0,0,0,1199961884476625355,Loft in Medellín,01/18/25 - 01/21/25,107,35,10,4.78,4.78 (9),23,https://www.airbnb.com/rooms/1199961884476625355?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,76,0.7102803738,16,15,31,0.2897196262,1 queen bed,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,,,,FALSE,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2420,1200,0,1220,0,0,0,0,0,791461391246735132,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,102,31,10,4.74,4.74 (66),27,https://www.airbnb.com/rooms/791461391246735132?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,77,0.7549019608,13,14,27,0.2647058824,,TRUE,TRUE,,,,,TRUE,,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2420,1265,0,1155,0,0,0,0,0,4244399,Apartment in Medellin,01/18/25 - 01/21/25,83,18,6,4.61,4.61 (171),40,https://www.airbnb.com/rooms/4244399?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,21,3,63,0.7590361446,10,10,20,0.2409638554,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2420,1290,0,1130,0,0,0,0,0,862427938241245732,Apartment in Laureles,01/18/25 - 01/21/25,78,13,8,4.55,4.55 (51),45,https://www.airbnb.com/rooms/862427938241245732?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,70,0.8974358974,8,0,8,0.1025641026,1 double bed,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,FALSE,,,,,,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2415,1065,0,1350,0,0,0,0,0,1310157815739952582,Apartment in Laureles,01/18/25 - 01/21/25,132,58,27,5,5.0 (5),1,https://www.airbnb.com/rooms/1310157815739952582?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,161,1.21969697,7,0,7,0.05303030303,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,TRUE,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2410,1075,0,1335,0,0,0,0,0,881229013512339406,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,130,56,19,4.97,4.97 (38),4,https://www.airbnb.com/rooms/881229013512339406?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,101,0.7769230769,11,18,29,0.2230769231,,TRUE,,TRUE,,TRUE,,,,TRUE,FALSE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2410,1100,0,1310,0,0,0,0,0,654885561607311311,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,125,51,15,4.92,4.92 (48),9,https://www.airbnb.com/rooms/654885561607311311?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,0.72,17,18,35,0.28,,TRUE,TRUE,,,,,TRUE,TRUE,,FALSE,,TRUE,,,TRUE,FALSE,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2410,1155,0,1255,0,0,0,0,0,932705283387353239,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,113,40,7,4.81,4.81 (21),20,https://www.airbnb.com/rooms/932705283387353239?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,22,3,67,0.592920354,30,16,46,0.407079646,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,TRUE,,TRUE,,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2400,1070,0,1330,0,0,0,0,0,1267570302224081748,Loft in Laureles-Estadio,01/18/25 - 01/21/25,131,57,29,4.96,4.96 (24),5,https://www.airbnb.com/rooms/1267570302224081748?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2400,1085,0,1315,0,0,0,0,0,802432688932726654,Loft in Laureles-Estadio,01/18/25 - 01/21/25,128,54,22,4.93,4.93 (44),8,https://www.airbnb.com/rooms/802432688932726654?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.859375,0,18,18,0.140625,,TRUE,,TRUE,,,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2400,1090,0,1310,0,0,0,0,0,1222427231306001996,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,127,53,19,4.92,4.92 (12),9,https://www.airbnb.com/rooms/1222427231306001996?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.8031496063,25,0,25,0.1968503937,,,TRUE,,,TRUE,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2400,1305,0,1095,0,0,0,0,0,1320282297112066871,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,74,10,1,,New,52,https://www.airbnb.com/rooms/1320282297112066871?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,14,3,41,0.5540540541,23,10,33,0.4459459459,,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2395,1090,0,1305,0,0,0,0,0,840821888878023812,Condo in Laureles-Estadio,01/18/25 - 01/21/25,127,53,21,4.91,4.91 (79),10,https://www.airbnb.com/rooms/840821888878023812?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,109,0.8582677165,0,18,18,0.1417322835,,TRUE,,TRUE,,,,TRUE,,,FALSE,,TRUE,TRUE,,,,TRUE,,,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
