rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Fast wifi – 321 Mbps,Dedicated workspace,40 inch HDTV,Elevator,Free washer – In unit,Private patio or balcony,Samsung refrigerator,Microwave,Long term stays allowed,Guest favorite,Wifi,TV,Washer,Dryer,Air conditioning,Patio or balcony,Luggage dropoff allowed,Exterior security cameras on property,Free parking on premises,Shared outdoor pool - available all year,open specific hours,Shared sauna,Washer – In unit,Superhost,Paid parking on premises,Shared hot tub - open specific hours,Carbon monoxide alarm,Smoke alarm,City skyline view,Fast wifi – 266 Mbps,Free parking garage on premises,70 inch HDTV with Amazon Prime Video,Netflix,premium cable,Free dryer – In unit,Mountain view,Fast wifi – 202 Mbps,Shared outdoor pool - available all year,open specific hours,lap pool,pool toys,Pets allowed,65 inch HDTV with Netflix,Pool,Hair dryer,Free street parking,Hot tub,50 inch HDTV with Netflix,Mabe refrigerator,Smoking allowed,Valley view,Shared hot tub,Fast wifi – 120 Mbps,Free residential garage on premises – 1 space,Park view,Fast wifi – 187 Mbps,55 inch HDTV with standard cable,Netflix,Amazon Prime Video,Refrigerator,Shared outdoor pool - open specific hours,infinity,55 inch HDTV with Netflix,premium cable,Free dryer,Shared pool,Crib,Shared hot tub - available all year,open specific hours,TV with Roku,Netflix,Shared outdoor pool - open specific hours,Free carport on premises,Sauna,HDTV with standard cable,40 inch HDTV with standard cable,Free carport on premises – 1 space,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV,Fast wifi – 495 Mbps,Paid washer – In building,Paid dryer – In building,HDTV with Netflix,55 inch HDTV,Fast wifi – 77 Mbps,Outdoor pool - open specific hours,TV with standard cable,55 inch HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,Private hot tub - available all year,open 24 hours,HDTV with Fire TV,Garden view,43 inch HDTV with standard cable,Backyard,Fast wifi – 567 Mbps,Free parking on premises – 1 space,Shared outdoor pool - open specific hours,rooftop,Fast wifi – 280 Mbps,32 inch TV with Netflix,standard cable,Free washer – In building,HDTV with Netflix,standard cable,Fast wifi – 59 Mbps,39 inch HDTV,AC - split type ductless system,HDTV with Amazon Prime Video,Bathtub,High chair,60 inch HDTV,Courtyard view,70 inch HDTV with Netflix,premium cable,Roku,standard cable,Free driveway parking on premises – 1 space,Private hot tub,140 inch HDTV with HBO Max,Netflix,DVD player,Portable air conditioning,Shared outdoor pool - available all year,rooftop,60 inch HDTV with Netflix,standard cable,34 inch HDTV with standard cable,Marina view,Free parking garage on premises – 1 space,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,42 inch HDTV with Amazon Prime Video,Netflix,premium cable,standard cable,32 inch HDTV with premium cable,Paid street parking off premises,Paid parking lot off premises,HDTV with standard cable,Netflix,Amazon Prime Video,46 inch HDTV with standard cable,Private backyard,42 inch HDTV with standard cable,Shared pool - open specific hours,Fast wifi – 191 Mbps,Gym in building,Pack ’n play/Travel crib,Hot tub - open specific hours,60 inch HDTV with Netflix,Fast wifi – 317 Mbps,32 inch HDTV with Netflix,Amazon Prime Video,premium cable,Fast wifi – 420 Mbps,Shared hot tub - available seasonally,open specific hours,HDTV with Amazon Prime Video,Apple TV,Disney+,Netflix,42 inch HDTV with Netflix,Fast wifi – 563 Mbps,Fast wifi – 299 Mbps,Dryer – In unit,Fast wifi – 199 Mbps,55 inch TV,43 inch HDTV,Canal view,Shared pool - open specific hours,rooftop,50 inch TV with Roku,standard cable,Crib - available upon request,Shared patio or balcony,Fast wifi – 95 Mbps,42 inch HDTV,Fast wifi – 230 Mbps,32 inch TV with standard cable,premium cable,140 inch HDTV,Fast wifi – 327 Mbps,32 inch HDTV with standard cable,River view,Fast wifi – 318 Mbps,43 inch HDTV with standard cable,Roku,Children’s books and toys,Free residential garage on premises – 2 spaces,127 inch HDTV,32 inch TV with standard cable,Fast wifi – 336 Mbps,Baby bath,Shared outdoor pool - available all year,open specific hours,heated,rooftop,Shared hot tub - available all year,50 inch HDTV with Amazon Prime Video,Netflix,60 inch HDTV with Amazon Prime Video,50 inch HDTV with Chromecast,Disney+,Fast wifi – 231 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,Gym,Free dryer – In building,Shared pool - available all year,Washer – In building,50 inch HDTV with Netflix,premium cable,43 inch HDTV with Netflix,Free washer,Fast wifi – 644 Mbps,40 inch TV,Outdoor pool - available all year,open specific hours,Shared gym in building
53,3666,0,1280,1300,0,4,1080,46486817,Loft in Envigado,01/18/25 - 01/21/25,0,270,14,4.9,4.9 (83),10,https://www.airbnb.com/rooms/46486817?,28,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3666,0,1315,1265,0,4,1080,1114068873169691995,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,7,4.83,4.83 (29),17,https://www.airbnb.com/rooms/1114068873169691995?,21,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3664,0,1270,1305,0,4,1080,47287582,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,16,4.91,4.91 (58),9,https://www.airbnb.com/rooms/47287582?,30,0,0,NaN,0,0,0,NaN,1 double bed,,TRUE,,,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3664,0,1295,1280,0,4,1080,47892746,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,11,4.86,4.86 (42),14,https://www.airbnb.com/rooms/47892746?,25,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3661,0,1230,1345,0,4,1080,810914608600266873,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,24,5,5.0 (25),1,https://www.airbnb.com/rooms/810914608600266873?,38,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,,FALSE,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3661,0,1230,1345,0,4,1080,1076889556347667187,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,24,5,5.0 (9),1,https://www.airbnb.com/rooms/1076889556347667187?,38,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3661,0,1245,1330,0,4,1080,1049495384582433507,Guesthouse in Envigado,01/18/25 - 01/21/25,0,270,21,4.96,4.96 (24),4,https://www.airbnb.com/rooms/1049495384582433507?,35,0,0,NaN,0,0,0,NaN,1 queen bed,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,,,TRUE,,,TRUE,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3661,0,1300,1275,0,4,1080,1117641464655132515,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,10,4.85,4.85 (26),15,https://www.airbnb.com/rooms/1117641464655132515?,24,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3659,0,1230,1345,0,4,1080,1297397060308286954,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,24,5,5.0 (4),1,https://www.airbnb.com/rooms/1297397060308286954?,38,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3659,0,1290,1280,0,4,1080,1150840156626565484,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,12,4.86,4.86 (14),14,https://www.airbnb.com/rooms/1150840156626565484?,26,0,0,NaN,0,0,0,NaN,2 beds,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,,,FALSE,FALSE,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3656,0,1225,1345,0,4,1080,53417377,Vacation home in Sabaneta,01/18/25 - 01/21/25,0,270,25,5,5.0 (25),1,https://www.airbnb.com/rooms/53417377?,39,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3656,0,1225,1345,0,4,1080,1212964582536789836,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,25,5,5.0 (12),1,https://www.airbnb.com/rooms/1212964582536789836?,39,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3656,0,1235,1335,0,4,1080,890861671546639693,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,23,4.97,4.97 (64),3,https://www.airbnb.com/rooms/890861671546639693?,37,0,0,NaN,0,0,0,NaN,2 double beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3656,0,1235,1335,0,4,1080,1100310068801751336,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,23,4.97,4.97 (31),3,https://www.airbnb.com/rooms/1100310068801751336?,37,0,0,NaN,0,0,0,NaN,4 single beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3656,0,1270,1300,0,4,1080,1175434310081116877,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,16,4.9,4.9 (21),10,https://www.airbnb.com/rooms/1175434310081116877?,30,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3656,0,1275,1295,0,4,1080,1048879951405059870,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,15,4.89,4.89 (9),11,https://www.airbnb.com/rooms/1048879951405059870?,29,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3656,0,1290,1280,0,4,1080,996399314144819233,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,12,4.86,4.86 (7),14,https://www.airbnb.com/rooms/996399314144819233?,26,0,0,NaN,0,0,0,NaN,1 bed,TRUE,TRUE,,TRUE,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3651,0,1230,1335,0,4,1080,778497042005939078,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,24,4.97,4.97 (99),3,https://www.airbnb.com/rooms/778497042005939078?,38,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3651,0,1255,1310,0,4,1080,577263922363986295,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,19,4.92,4.92 (26),8,https://www.airbnb.com/rooms/577263922363986295?,33,0,0,NaN,0,0,0,NaN,1 bed,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3651,0,1275,1290,0,4,1080,770538779785608155,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,15,4.88,4.88 (17),12,https://www.airbnb.com/rooms/770538779785608155?,29,0,0,NaN,0,0,0,NaN,1 bed,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3651,0,1275,1290,0,4,1080,1121920750896111653,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,15,4.88,4.88 (17),12,https://www.airbnb.com/rooms/1121920750896111653?,29,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3651,0,1275,1290,0,4,1080,50506904,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,15,4.88,4.88 (26),12,https://www.airbnb.com/rooms/50506904?,29,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3649,0,1220,1345,0,4,1080,1263233888052673027,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,26,5,5.0 (4),1,https://www.airbnb.com/rooms/1263233888052673027?,40,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3649,0,1285,1280,0,4,1080,1127671389124273778,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,13,4.86,4.86 (14),14,https://www.airbnb.com/rooms/1127671389124273778?,27,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3649,0,1310,1255,0,4,1080,950168602679113715,Apartment in Cañaveralejo,01/18/25 - 01/21/25,0,270,8,4.81,4.81 (21),19,https://www.airbnb.com/rooms/950168602679113715?,22,0,0,NaN,0,0,0,NaN,,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3646,0,1230,1330,0,4,1080,1118185556982636261,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,24,4.96,4.96 (25),4,https://www.airbnb.com/rooms/1118185556982636261?,38,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3646,0,1255,1305,0,4,1080,1150257147948504126,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,19,4.91,4.91 (22),9,https://www.airbnb.com/rooms/1150257147948504126?,33,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,FALSE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3646,0,1260,1300,0,4,1080,1181204595014070127,Loft in Sabaneta,01/18/25 - 01/21/25,0,270,18,4.9,4.9 (20),10,https://www.airbnb.com/rooms/1181204595014070127?,32,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3646,0,1270,1290,0,4,1080,1273890322556518501,Apartment in Sabaneta,01/18/25 - 01/21/25,0,270,16,4.88,4.88 (8),12,https://www.airbnb.com/rooms/1273890322556518501?,30,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
