rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,,Kitchen,Wifi,Dedicated workspace,Hot tub,Pets allowed,TV with Fire TV,Elevator,Washer,Carbon monoxide alarm,Smoke alarm,City skyline view,Mountain view,75 inch HDTV with Amazon Prime Video,HBO Max,Hulu,Netflix,Free washer – In unit,Free dryer – In unit,Exterior security cameras on property,Free parking on premises,TV,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Free dryer,Pool,Air conditioning,Hair dryer,Luggage dropoff allowed,Fast wifi – 94 Mbps,Lock on bedroom door,Dryer,Patio or balcony,Free parking garage on premises,Private hot tub - available all year,open 24 hours,TV with standard cable,Fast wifi – 321 Mbps,40 inch HDTV,Private patio or balcony,Samsung refrigerator,Microwave,Long term stays allowed,Refrigerator,Free street parking,40 inch HDTV with standard cable,Fast wifi – 407 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,rooftop,Shared hot tub - available all year,open specific hours,Backyard,Fast wifi – 375 Mbps,Bathtub,Shared backyard – Fully fenced,Valley view,Fast wifi – 86 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Shared hot tub,Fast wifi – 198 Mbps,Free parking garage on premises – 2 spaces,Shared outdoor pool - available all year,heated,infinity,HDTV with Amazon Prime Video,Apple TV,Disney+,Netflix,Smoking allowed,Fast wifi – 93 Mbps,Private hot tub - available all year,Fast wifi – 91 Mbps,Garden view,Fast wifi – 138 Mbps,HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,Fast wifi – 202 Mbps,52 inch HDTV with standard cable,premium cable,Sauna,55 inch HDTV,Paid washer – In building,Paid dryer – In building,Fast wifi – 166 Mbps,Free carport on premises – 1 space,49 inch HDTV with Netflix,AC - split type ductless system,Park view,Fast wifi – 61 Mbps,43 inch HDTV with Netflix,Free dryer – In building,Fast wifi – 211 Mbps,65 inch HDTV with standard cable,Fast wifi – 328 Mbps,HDTV with Roku,Private backyard,Fire pit,Fast wifi – 273 Mbps,50 inch HDTV with premium cable,High chair,Free driveway parking on premises,42 inch TV,Fast wifi – 530 Mbps,EV charger,55 inch HDTV with Netflix,standard cable,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,60 inch HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,HDTV with Netflix,Shared pool,42 inch HDTV with standard cable,Wifi – 44 Mbps,32 inch HDTV with premium cable,Private hot tub,55 inch HDTV with Chromecast,Free washer,55 inch HDTV with Netflix,Fast wifi – 576 Mbps,Free parking on premises – 1 space,Central air conditioning,60 inch HDTV with Netflix,Amazon Prime Video,HDTV with Disney+,Netflix,Shared backyard,HDTV,Courtyard view,HDTV with standard cable,Free driveway parking on premises – 1 space,Fast wifi – 510 Mbps,Free washer – In building,Fast wifi – 139 Mbps,HDTV with Netflix,premium cable,43 inch HDTV with Apple TV,Disney+,Netflix,HBO Max,50 inch HDTV,Free residential garage on premises – 1 space,Outdoor pool - available all year,open specific hours,Shared indoor pool - available all year,open specific hours,rooftop,60 inch HDTV with Netflix,Portable air conditioning,Fast wifi – 313 Mbps,Washer – In unit,Fast wifi – 327 Mbps,50 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,140 inch HDTV with HBO Max,Netflix,DVD player,Private sauna,45 inch TV with Netflix,Fast wifi – 60 Mbps,Fast wifi – 318 Mbps,60 inch HDTV with Apple TV,Amazon Prime Video,Disney+,Netflix,standard cable,TV with standard cable,Netflix,Free residential garage on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,olympic-sized,43 inch HDTV with standard cable,Shared patio or balcony,Fast wifi – 69 Mbps,43 inch HDTV with HBO Max,premium cable,42 inch HDTV with Netflix,58 inch HDTV,50 inch HDTV with standard cable,Fast wifi – 317 Mbps,Fast wifi – 506 Mbps,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 258 Mbps,Free residential garage on premises,Fast wifi – 503 Mbps,Fast wifi – 165 Mbps,55 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,premium cable,standard cable,46 inch HDTV with Fire TV,Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,52 inch HDTV with Roku,Netflix,Apple TV,Disney+,Amazon Prime Video,HBO Max,Shared pool - available all year,open specific hours,43 inch HDTV,Private indoor pool - available all year,open 24 hours,infinity,pool toys,Free carport on premises – 2 spaces,HDTV with Netflix,Amazon Prime Video,Disney+,Beach access – Beachfront,Washer – In building,Dryer – In building,Fast wifi – 309 Mbps,43 inch HDTV with standard cable,Netflix,55 inch HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,heated,olympic-sized,43 inch TV with Disney+,Netflix,HDTV with Roku,standard cable,60 inch HDTV,50 inch TV,Fast wifi – 295 Mbps,Fast wifi – 143 Mbps,32 inch HDTV,Shared pool - open specific hours,58 inch HDTV with premium cable,32 inch HDTV with standard cable,Wifi – 9 Mbps,Private hot tub - available all year,open specific hours,Shared backyard – Not fully fenced,Breakfast,Private indoor pool - available all year,heated,43 inch HDTV with Netflix,standard cable,Private outdoor pool - available all year,open specific hours,lap pool,42 inch HDTV with Chromecast,Disney+,Netflix,Children’s books and toys,Pack ’n play/Travel crib,Haceb refrigerator,Paid parking on premises,Indoor fireplace
61,4309,1200,995,1150,0,undefined,964,1121102763737335957,Loft in Medellín,01/18/25 - 01/21/25,0,1,42,4.93,4.93 (70),11,https://www.airbnb.com/rooms/1121102763737335957,57,0,0,NaN,0,0,0,NaN,,61,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4304,1200,940,1200,0,undefined,964,1194222457145240953,Apartment in Medellín,01/18/25 - 01/21/25,0,1,53,5,5.0 (5),1,https://www.airbnb.com/rooms/1194222457145240953,72,0,0,NaN,0,0,0,NaN,1 bed,62,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4304,1200,945,1195,0,undefined,964,50198657,Apartment in Medellín,01/18/25 - 01/21/25,0,1,52,4.98,4.98 (215),2,https://www.airbnb.com/rooms/50198657,71,0,0,NaN,0,0,0,NaN,,63,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4299,1200,1080,1055,0,undefined,964,1296340724525421530,Apartment in Medellín,01/18/25 - 01/21/25,0,1,25,,New,30,https://www.airbnb.com/rooms/1296340724525421530,39,0,0,NaN,0,0,0,NaN,,64,,TRUE,TRUE,,,,,,TRUE,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4289,1200,1035,1090,0,undefined,964,676127843795597018,Apartment in Sabaneta,01/18/25 - 01/21/25,0,1,34,4.83,4.83 (104),23,https://www.airbnb.com/rooms/676127843795597018,48,0,0,NaN,0,0,0,NaN,,65,,TRUE,TRUE,TRUE,,,,TRUE,,FALSE,FALSE,,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4269,1200,905,1200,0,undefined,964,821354261597309682,Apartment in Medellín,01/18/25 - 01/21/25,0,1,60,5,5.0 (32),1,https://www.airbnb.com/rooms/821354261597309682,81,0,0,NaN,0,0,0,NaN,,66,,TRUE,TRUE,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,4269,1200,995,1110,0,undefined,964,1116070333783404519,Loft in Medellín,01/18/25 - 01/21/25,0,1,42,4.88,4.88 (59),19,https://www.airbnb.com/rooms/1116070333783404519,57,0,0,NaN,0,0,0,NaN,,67,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4264,1200,900,1200,0,undefined,964,1252341312991353359,Apartment in Medellín,01/18/25 - 01/21/25,0,1,61,5,5.0 (8),1,https://www.airbnb.com/rooms/1252341312991353359,83,0,0,NaN,0,0,0,NaN,2 beds,68,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4264,1200,1165,935,0,undefined,964,960221971109966772,Loft in La América,01/18/25 - 01/21/25,0,1,8,4.95,4.95 (58),54,https://www.airbnb.com/rooms/960221971109966772,20,0,0,NaN,0,0,0,NaN,1 double bed,69,,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4264,1200,930,1170,0,undefined,964,929578134190093631,Cabin in Rionegro,01/18/25 - 01/21/25,0,1,55,4.93,4.93 (177),7,https://www.airbnb.com/rooms/929578134190093631,74,0,0,NaN,0,0,0,NaN,,70,,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,,,TRUE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4259,1200,1145,950,0,undefined,964,1160214641699937025,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,12,5,5.0 (25),51,https://www.airbnb.com/rooms/1160214641699937025,24,0,0,NaN,0,0,0,NaN,,71,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4259,1200,1115,980,0,undefined,964,1186309376253634792,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,18,5,5.0 (21),45,https://www.airbnb.com/rooms/1186309376253634792,32,0,0,NaN,0,0,0,NaN,,72,,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4259,1200,1195,900,0,undefined,964,35843512,Room in Laureles-Estadio,01/18/25 - 01/21/25,0,1,2,4.87,4.87 (47),61,https://www.airbnb.com/rooms/35843512,11,0,0,NaN,0,0,0,NaN,,73,,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,4254,1200,1000,1090,0,undefined,964,1026734593156548802,Apartment in Medellín,01/18/25 - 01/21/25,0,1,41,4.83,4.83 (30),23,https://www.airbnb.com/rooms/1026734593156548802,56,0,0,NaN,0,0,0,NaN,1 bed,74,,TRUE,TRUE,TRUE,,,,,,FALSE,,TRUE,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4254,1200,1045,1045,0,undefined,964,1299587567441823091,Apartment in Medellín,01/18/25 - 01/21/25,0,1,32,,New,32,https://www.airbnb.com/rooms/1299587567441823091,46,0,0,NaN,0,0,0,NaN,5 beds,75,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,FALSE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4249,1200,885,1200,0,undefined,964,1297189008212289517,Apartment in Medellín,01/18/25 - 01/21/25,0,1,64,5,5.0 (4),1,https://www.airbnb.com/rooms/1297189008212289517,89,0,0,NaN,0,0,0,NaN,3 beds,76,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,4249,1200,1105,980,0,undefined,964,850219338141449150,Apartment in Calasanz,01/18/25 - 01/21/25,0,1,20,5,5.0 (14),45,https://www.airbnb.com/rooms/850219338141449150,34,0,0,NaN,0,0,0,NaN,1 queen bed,77,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,4244,1200,1100,980,0,undefined,964,1030380774604546657,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,21,5,5.0 (10),45,https://www.airbnb.com/rooms/1030380774604546657,35,0,0,NaN,0,0,0,NaN,,78,,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,FALSE,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4239,1200,875,1200,0,undefined,964,1243633354792043666,Apartment in Medellín,01/18/25 - 01/21/25,0,1,66,5,5.0 (10),1,https://www.airbnb.com/rooms/1243633354792043666,93,0,0,NaN,0,0,0,NaN,3 beds,79,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,,,,,,,,TRUE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4239,1200,1190,885,0,undefined,964,716086950386329691,Room in Medellín,01/18/25 - 01/21/25,0,1,3,4.83,4.83 (127),64,https://www.airbnb.com/rooms/716086950386329691,13,0,0,NaN,0,0,0,NaN,,80,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4239,1200,1000,1075,0,undefined,964,1032217354904487987,Apartment in Medellín,01/18/25 - 01/21/25,0,1,41,4.78,4.78 (45),26,https://www.airbnb.com/rooms/1032217354904487987,56,0,0,NaN,0,0,0,NaN,2 beds,81,,TRUE,TRUE,TRUE,,,,,,FALSE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4234,1200,935,1135,0,undefined,964,669482886216446214,Condo in Medellín,01/18/25 - 01/21/25,0,1,54,4.9,4.9 (150),14,https://www.airbnb.com/rooms/669482886216446214,73,0,0,NaN,0,0,0,NaN,2 beds,82,,TRUE,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4229,1200,1120,945,0,undefined,964,643504315951657752,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,17,4.97,4.97 (29),52,https://www.airbnb.com/rooms/643504315951657752,31,0,0,NaN,0,0,0,NaN,2 double beds,83,,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4229,1200,895,1170,0,undefined,964,18345419,Condo in Medellín,01/18/25 - 01/21/25,0,1,62,4.93,4.93 (121),7,https://www.airbnb.com/rooms/18345419,85,0,0,NaN,0,0,0,NaN,1 queen bed,84,,TRUE,TRUE,,,,,TRUE,,FALSE,,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4229,1200,1145,920,0,undefined,964,1054385300843991865,Loft in Laureles-Estadio,01/18/25 - 01/21/25,0,1,12,4.92,4.92 (38),57,https://www.airbnb.com/rooms/1054385300843991865,24,0,0,NaN,0,0,0,NaN,,85,,TRUE,TRUE,TRUE,,,,TRUE,,FALSE,FALSE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
