rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Elevator,Washer,Exterior security cameras on property,Carbon monoxide alarm,Guest favorite,Park view,Free residential garage on premises – 1 space,55 inch HDTV with Amazon Prime Video,Netflix,Smoke alarm,Fast wifi – 342 Mbps,Private hot tub,55 inch HDTV with standard cable,Dryer,Fast wifi – 602 Mbps,Luggage dropoff allowed,Hair dryer,Superhost,Free dryer – In unit,Refrigerator,50 inch HDTV with Netflix,Free washer – In unit,Haceb refrigerator,Long term stays allowed,City skyline view,Free street parking,TV with Roku,Netflix,Garden view,Air conditioning,LG refrigerator,Hot tub,Sauna,Shared indoor pool - available all year,open specific hours,heated,Private hot tub - available all year,open 24 hours,65 inch HDTV with Netflix,premium cable,Fast wifi – 91 Mbps,55 inch HDTV with Netflix,standard cable,Private patio or balcony,Mountain view,Private pool - lap pool,Free parking on premises – 1 space,Courtyard view,Fast wifi – 76 Mbps,Microwave,Fast wifi – 67 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Patio or balcony,Fast wifi – 308 Mbps,Shared hot tub - available all year,open specific hours,Shared sauna,HDTV with standard cable,Pool,Mabe refrigerator,Smoking allowed,Fast wifi – 198 Mbps,Private backyard – Fully fenced,Paid parking off premises,Paid washer – In building,Paid dryer – In building,43 inch HDTV with Netflix,Shared patio or balcony,Free carport on premises,31 inch HDTV with Netflix,HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,Shared hot tub,60 inch HDTV with standard cable,Fast wifi – 313 Mbps,Free parking garage on premises,65 inch HDTV with premium cable,Netflix,Shared hot tub - available all year,45 inch HDTV with standard cable,Fast wifi – 77 Mbps,HDTV with Fire TV,Fast wifi – 184 Mbps,Fast wifi – 567 Mbps,Crib,Free dryer – In building,TV with standard cable,55 inch HDTV with Netflix,Backyard,Private sauna,43 inch HDTV,Children’s books and toys,HDTV with Apple TV,Fast wifi – 334 Mbps,Indoor fireplace,Fire pit,AC - split type ductless system,Valley view,65 inch HDTV with Apple TV,Chromecast,Disney+,Hulu,Netflix,premium cable,standard cable,Free dryer,Portable air conditioning,Free washer – In building,Shared hot tub - open specific hours,Free driveway parking on premises – 1 space,140 inch HDTV with HBO Max,Netflix,DVD player,Free residential garage on premises – 2 spaces,Shared pool,75 inch HDTV with Netflix,premium cable,42 inch HDTV with standard cable,High chair,Fast wifi – 178 Mbps,Free carport on premises – 2 spaces,55 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,50 inch HDTV,34 inch HDTV with standard cable,Fast wifi – 85 Mbps,60 inch HDTV with Amazon Prime Video,Apple TV,Chromecast,Disney+,HBO Max,Hulu,Netflix,Washer – In building,Shared backyard – Not fully fenced,HDTV with Amazon Prime Video,Netflix,Disney+,standard cable,Fast wifi – 113 Mbps,80 inch HDTV with Chromecast,Netflix,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,Fast wifi – 348 Mbps,Free parking garage on premises – 1 space,55 inch HDTV,TV with Netflix,50 inch TV with Netflix,standard cable,Fast wifi – 279 Mbps,Private outdoor pool - available all year,open 24 hours,infinity,Free carport on premises – 1 space,HDTV with standard cable,Netflix,premium cable,Free carport on premises – 4 spaces,Private outdoor pool - available all year,open 24 hours,olympic-sized,46 inch HDTV,Bathtub,Pack ’n play/Travel crib - available upon request,Hot tub - open specific hours,Fast wifi – 160 Mbps,60 inch HDTV with Netflix,standard cable,Paid parking on premises,58 inch HDTV,Beach access – Beachfront,Dryer – In building,HDTV with premium cable,Netflix,Central air conditioning,HACEB refrigerator,40 inch HDTV with premium cable,standard cable,43 inch HDTV with standard cable,Fast wifi – 410 Mbps,Fast wifi – 317 Mbps,32 inch HDTV with Netflix,Amazon Prime Video,premium cable,Private pool,55 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,premium cable,standard cable,Fast wifi – 263 Mbps,Fast wifi – 199 Mbps,55 inch TV,32 inch HDTV,Shared backyard – Fully fenced,MABE refrigerator,Fast wifi – 327 Mbps,40 inch HDTV with Amazon Prime Video,Netflix,premium cable,standard cable,Disney+,43 inch HDTV with Amazon Prime Video,Netflix,Fast wifi – 267 Mbps,Wifi – 4 Mbps,Private hot tub - open 24 hours,Fast wifi – 137 Mbps,Free driveway parking on premises – 5 spaces,65 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Hulu,Netflix,Roku,32 inch HDTV with premium cable,TV with Netflix,standard cable,70 inch HDTV with Netflix,standard cable,Fast wifi – 172 Mbps,65 inch HDTV,Fast wifi – 95 Mbps,42 inch HDTV,Dryer – In unit,Fast wifi – 193 Mbps,Fast wifi – 307 Mbps,42 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,TV with Netflix,Amazon Prime Video,Private backyard – Not fully fenced,50 inch HDTV with premium cable,Fast wifi – 344 Mbps,Fast wifi – 108 Mbps,Resort view,107 inch HDTV with Netflix,premium cable,Crib - available upon request,TV with Roku,Fast wifi – 180 Mbps,49 inch TV with Netflix,standard cable,SAMSUNG refrigerator,40 inch HDTV,Shared hot tub - available seasonally,open specific hours,HDTV,32 inch TV with Netflix,Amazon Prime Video,Disney+,Hisense refrigerator
61,3336,0,1100,1230,0,4,1000,2,0,1226709751966784038,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,30,4.96,4.96 (27),4,https://www.airbnb.com/rooms/1226709751966784038?,41,0,0,NaN,0,0,0,NaN,4 beds,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3336,0,1125,1205,0,4,1000,2,0,984672637699438360,Apartment in Envigado,01/18/25 - 01/21/25,0,250,25,4.91,4.91 (43),9,https://www.airbnb.com/rooms/984672637699438360?,36,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,FALSE,TRUE,,,,FALSE,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3331,0,1080,1245,0,4,1000,2,0,813115612606127007,Apartment in Envigado,01/18/25 - 01/21/25,0,250,34,5,5.0 (24),1,https://www.airbnb.com/rooms/813115612606127007?,45,0,0,NaN,0,0,0,NaN,1 bed,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3331,0,1090,1235,0,4,1000,2,0,922680569452042666,Apartment in Envigado,01/18/25 - 01/21/25,0,250,32,4.97,4.97 (31),3,https://www.airbnb.com/rooms/922680569452042666?,43,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,TRUE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3331,0,1115,1210,0,4,1000,2,0,769115762122969159,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,27,4.92,4.92 (213),8,https://www.airbnb.com/rooms/769115762122969159?,38,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,,,,,,,FALSE,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3331,0,1140,1185,0,4,1000,2,0,1171975557962287384,Apartment in Envigado,01/18/25 - 01/21/25,0,250,22,4.87,4.87 (15),13,https://www.airbnb.com/rooms/1171975557962287384?,33,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,,TRUE,,TRUE,TRUE,,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3329,0,1135,1185,0,4,1000,0,5,51430370,Condo in Sabaneta,01/18/25 - 01/21/25,0,250,23,4.87,4.87 (53),13,https://www.airbnb.com/rooms/51430370?,34,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,,TRUE,,TRUE,,TRUE,,,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3329,0,1140,1180,0,4,1000,0,5,772250344220386576,Apartment in Envigado,01/18/25 - 01/21/25,0,250,22,4.86,4.86 (22),14,https://www.airbnb.com/rooms/772250344220386576?,33,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,,,,,TRUE,,FALSE,,,,,FALSE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3329,0,1230,1095,0,4,1000,0,0,12570233,Tiny home in Envigado,01/18/25 - 01/21/25,0,250,4,4.69,4.69 (121),31,https://www.airbnb.com/rooms/12570233?,14,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,,,TRUE,,,,,FALSE,,,,,FALSE,,,,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3326,0,1145,1175,0,4,1000,2,0,29659248,Apartment in Envigado,01/18/25 - 01/21/25,0,250,21,4.85,4.85 (110),15,https://www.airbnb.com/rooms/29659248?,32,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,TRUE,,,,,,TRUE,,FALSE,TRUE,,,,FALSE,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3324,0,1150,1170,0,4,1000,0,0,955701845026913833,Apartment in Envigado,01/18/25 - 01/21/25,0,250,20,4.84,4.84 (25),16,https://www.airbnb.com/rooms/955701845026913833?,31,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,TRUE,,,,TRUE,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3324,0,1150,1170,0,4,1000,0,0,637694288482991239,Apartment in Envigado,01/18/25 - 01/21/25,0,250,20,4.84,4.84 (75),16,https://www.airbnb.com/rooms/637694288482991239?,31,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3324,0,1165,1150,0,4,1000,0,5,1054567527463027835,Apartment in Envigado,01/18/25 - 01/21/25,0,250,17,4.8,4.8 (25),20,https://www.airbnb.com/rooms/1054567527463027835?,28,0,0,NaN,0,0,0,NaN,,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3321,0,1075,1240,0,4,1000,2,0,550621658051584470,Cabin in Envigado,01/18/25 - 01/21/25,0,250,35,4.98,4.98 (40),2,https://www.airbnb.com/rooms/550621658051584470?,46,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3321,0,1105,1210,0,4,1000,2,0,1064049336487485913,Apartment in Envigado,01/18/25 - 01/21/25,0,250,29,4.92,4.92 (13),8,https://www.airbnb.com/rooms/1064049336487485913?,40,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3321,0,1110,1205,0,4,1000,2,0,554545152357403024,Loft in Sabaneta,01/18/25 - 01/21/25,0,250,28,4.91,4.91 (70),9,https://www.airbnb.com/rooms/554545152357403024?,39,0,0,NaN,0,0,0,NaN,1 queen bed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3319,0,1130,1180,0,4,1000,0,5,656655779739233526,Apartment in Envigado,01/18/25 - 01/21/25,0,250,24,4.86,4.86 (22),14,https://www.airbnb.com/rooms/656655779739233526?,35,0,0,NaN,0,0,0,NaN,1 queen bed,,TRUE,,TRUE,,,,,,,FALSE,,,,,FALSE,,,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3319,0,1155,1155,0,4,1000,0,5,1049402229637003506,Guesthouse in Envigado,01/18/25 - 01/21/25,0,250,19,4.81,4.81 (21),19,https://www.airbnb.com/rooms/1049402229637003506?,30,0,0,NaN,0,0,0,NaN,,,TRUE,,,,,TRUE,,,TRUE,FALSE,,,,,FALSE,,,,,,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3319,0,1165,1150,0,4,1000,0,0,1239288395973816035,Apartment in Envigado,01/18/25 - 01/21/25,0,250,17,4.8,4.8 (5),20,https://www.airbnb.com/rooms/1239288395973816035?,28,0,0,NaN,0,0,0,NaN,1 bed,,,TRUE,,,TRUE,TRUE,,TRUE,TRUE,FALSE,,,,,FALSE,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3316,0,1065,1245,0,4,1000,2,0,1195003696456598365,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,37,5,5.0 (23),1,https://www.airbnb.com/rooms/1195003696456598365?,48,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3316,0,1075,1235,0,4,1000,2,0,51625430,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,35,4.97,4.97 (38),3,https://www.airbnb.com/rooms/51625430?,46,0,0,NaN,0,0,0,NaN,3 beds,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3309,0,1130,1170,0,4,1000,0,5,739791489565979249,Apartment in Envigado,01/18/25 - 01/21/25,0,250,24,4.84,4.84 (55),16,https://www.airbnb.com/rooms/739791489565979249?,35,0,0,NaN,0,0,0,NaN,3 beds,,TRUE,,TRUE,,TRUE,,,,,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3304,0,1095,1200,0,4,1000,0,5,853814058202386199,Loft in Sabaneta,01/18/25 - 01/21/25,0,250,31,4.9,4.9 (30),10,https://www.airbnb.com/rooms/853814058202386199?,42,0,0,NaN,0,0,0,NaN,2 beds,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3301,0,1060,1235,0,4,1000,2,0,1020436143435914892,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,38,4.97,4.97 (33),3,https://www.airbnb.com/rooms/1020436143435914892?,49,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,FALSE,TRUE,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,3301,0,1100,1195,0,4,1000,2,0,52896037,Loft in Medellín,01/18/25 - 01/21/25,0,250,30,4.89,4.89 (57),11,https://www.airbnb.com/rooms/52896037?,41,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
