rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washer,Backyard,Carbon monoxide alarm,Smoke alarm,Guest favorite,Superhost,Air conditioning,Exterior security cameras on property,Hair dryer,Refrigerator,Microwave,TV with standard cable,Luggage dropoff allowed,Elevator,Paid dryer – In building,Fast wifi – 321 Mbps,40 inch HDTV,Free washer – In unit,Private patio or balcony,Samsung refrigerator,Long term stays allowed,Dryer,City skyline view,Fast wifi – 330 Mbps,72 inch HDTV with premium cable,Paid washer – In building,HDTV with Netflix,Free dryer – In unit,Garden view,Fast wifi – 151 Mbps,50 inch HDTV,Central air conditioning,Free parking garage on premises – 1 space,Fast wifi – 200 Mbps,HDTV with standard cable,Mountain view,Hot tub,55 inch HDTV with Netflix,Free street parking,Private hot tub,43 inch HDTV with Apple TV,Disney+,Netflix,HBO Max,Free washer – In building,Free dryer – In building,Courtyard view,Fast wifi – 342 Mbps,Free driveway parking on premises – 2 spaces,Paid washer,50 inch HDTV with Disney+,Netflix,Shared patio or balcony,Smoking allowed,43 inch HDTV,AC - split type ductless system,Shared sauna,55 inch HDTV,Fast wifi – 60 Mbps,Fast wifi – 306 Mbps,Free driveway parking on premises – 1 space,Free residential garage on premises,40 inch HDTV with Chromecast,standard cable,Shared outdoor pool - available all year,open specific hours,rooftop,50 inch HDTV with Netflix,standard cable,Shared backyard – Not fully fenced,TV with Netflix,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 293 Mbps,Fast wifi – 503 Mbps,Patio or balcony,42 inch HDTV with premium cable,Bathtub,Shared hot tub - available all year,open specific hours,43 inch HDTV with standard cable,Netflix,Private hot tub - available all year,open 24 hours,43 inch HDTV with Netflix,standard cable,Free driveway parking on premises – 6 spaces,55 inch HDTV with Amazon Prime Video,Apple TV,Chromecast,Disney+,Netflix,Canal view,Free carport on premises,43 inch HDTV with Netflix,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,82 inch HDTV with Amazon Prime Video,Fire TV,Hulu,Netflix,DVD player,HDTV with Amazon Prime Video,Disney+,Netflix,High chair,65 inch HDTV with Netflix,premium cable,Fast wifi – 264 Mbps,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,MABE refrigerator,Fast wifi – 252 Mbps,Free residential garage on premises – 1 space,Washer – In building,Private hot tub - available all year,43 inch HDTV with Netflix,standard cable,Disney+,HBO Max,Amazon Prime Video,Fast wifi – 165 Mbps,Fast wifi – 274 Mbps,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 246 Mbps,50 inch HDTV with Fire TV,Netflix,43 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,standard cable,Free parking garage on premises,Shared outdoor pool,Shared hot tub,43 inch HDTV with standard cable,premium cable,Netflix,Pool,43 inch HDTV with Netflix,standard cable,premium cable,Fast wifi – 205 Mbps,Challenger refrigerator,Shared pool,Valley view,43 inch TV with Netflix,Fast wifi – 383 Mbps,42 inch HDTV with Netflix,standard cable,Dryer – In unit,LG refrigerator,Window AC unit,Paid parking garage off premises,Crib,Paid parking lot off premises
62,1230,590,0,640,0,0,0,0,0,44107575,Loft in Medellín,01/18/25 - 01/21/25,144,35,27,4.75,4.75 (339),25,https://www.airbnb.com/rooms/44107575?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,144,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1225,465,0,760,0,0,0,0,0,1104954952870986093,Apartment in El Poblado,01/18/25 - 01/21/25,173,60,30,5,5.0 (8),1,https://www.airbnb.com/rooms/1104954952870986093?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,153,0.8843930636,20,0,20,0.1156069364,,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1215,455,0,760,0,0,0,0,0,1141171209844029961,Apartment in Sabaneta,01/18/25 - 01/21/25,175,62,17,5,5.0 (17),1,https://www.airbnb.com/rooms/1141171209844029961?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,144,0.8228571429,38,22,60,0.3428571429,,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,,,,,TRUE,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1210,545,0,665,0,0,0,0,0,1249316559433541618,Apartment in El Poblado,01/18/25 - 01/21/25,153,44,17,4.8,4.8 (5),20,https://www.airbnb.com/rooms/1249316559433541618?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,132,0.862745098,20,19,39,0.2549019608,2 beds,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,FALSE,FALSE,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1205,535,0,670,0,0,0,0,0,53710301,Loft in Medellín,01/18/25 - 01/21/25,155,46,31,4.81,4.81 (209),19,https://www.airbnb.com/rooms/53710301?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,52,3,155,1,0,0,0,0,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1205,570,0,635,0,0,0,0,0,1093569738747659124,Apartment in Sabaneta,01/18/25 - 01/21/25,148,39,24,4.74,4.74 (34),26,https://www.airbnb.com/rooms/1093569738747659124?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,135,0.9121621622,13,0,13,0.08783783784,,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1200,490,0,710,0,0,0,0,0,50959813,Apartment in Sabaneta,01/18/25 - 01/21/25,167,55,21,4.89,4.89 (116),11,https://www.airbnb.com/rooms/50959813?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,126,0.754491018,20,21,41,0.245508982,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,TRUE,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1200,540,0,660,0,0,0,0,0,54193679,Loft in Medellín,01/18/25 - 01/21/25,154,45,26,4.79,4.79 (42),21,https://www.airbnb.com/rooms/54193679?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.9220779221,12,0,12,0.07792207792,1 double bed,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,TRUE,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1200,590,0,610,0,0,0,0,0,44324874,Loft in El Poblado,01/18/25 - 01/21/25,144,35,27,4.69,4.69 (298),31,https://www.airbnb.com/rooms/44324874?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,144,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1190,445,0,745,0,0,0,0,0,614510146401351446,Apartment in Medellín,01/18/25 - 01/21/25,177,64,25,4.96,4.96 (99),4,https://www.airbnb.com/rooms/614510146401351446?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,137,0.7740112994,15,25,40,0.2259887006,,TRUE,TRUE,,TRUE,,,,TRUE,,FALSE,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1190,485,0,705,0,0,0,0,0,1143550515794956420,Loft in Medellín,01/18/25 - 01/21/25,169,56,35,4.88,4.88 (42),12,https://www.airbnb.com/rooms/1143550515794956420?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,56,3,169,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1190,515,0,675,0,0,0,0,0,862270581376477183,Loft in Medellín,01/18/25 - 01/21/25,160,50,32,4.82,4.82 (125),18,https://www.airbnb.com/rooms/862270581376477183?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,53,3,160,1,0,0,0,0,,,TRUE,TRUE,TRUE,,,TRUE,,,FALSE,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1185,520,0,665,0,0,0,0,0,52922468,Loft in Medellín,01/18/25 - 01/21/25,159,49,17,4.8,4.8 (120),20,https://www.airbnb.com/rooms/52922468?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,0.7169811321,25,20,45,0.2830188679,1 double bed,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,FALSE,FALSE,TRUE,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1180,540,0,640,0,0,0,0,0,1295642038613468227,Apartment in Medellín,01/18/25 - 01/21/25,154,45,24,4.75,4.75 (4),25,https://www.airbnb.com/rooms/1295642038613468227?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,135,0.8766233766,0,19,19,0.1233766234,,,TRUE,TRUE,,,,TRUE,,,FALSE,FALSE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1180,605,0,575,0,0,0,0,0,38868580,Loft in Medellín,01/18/25 - 01/21/25,138,32,13,4.56,4.56 (146),38,https://www.airbnb.com/rooms/38868580?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.7463768116,18,17,35,0.2536231884,2 beds,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1175,485,0,690,0,0,0,0,0,1018778316752810215,Apartment in El Poblado,01/18/25 - 01/21/25,169,56,26,4.85,4.85 (54),15,https://www.airbnb.com/rooms/1018778316752810215?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,140,0.8284023669,5,24,29,0.1715976331,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1175,615,0,560,0,0,0,0,0,1207395050771228416,Apartment in Medellín,01/18/25 - 01/21/25,136,30,19,4.44,4.44 (9),41,https://www.airbnb.com/rooms/1207395050771228416?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,121,0.8897058824,15,0,15,0.1102941176,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1170,420,0,750,0,0,0,0,0,833597907626223227,Loft in Medellín,01/18/25 - 01/21/25,185,69,27,4.97,4.97 (32),3,https://www.airbnb.com/rooms/833597907626223227?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,144,0.7783783784,18,23,41,0.2216216216,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,FALSE,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1170,520,0,650,0,0,0,0,0,24350850,Apartment in Medellín,01/18/25 - 01/21/25,159,49,21,4.77,4.77 (185),23,https://www.airbnb.com/rooms/24350850?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,126,0.7924528302,13,20,33,0.2075471698,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1165,425,0,740,0,0,0,0,0,1234032295914344792,Loft in Medellín,01/18/25 - 01/21/25,183,68,40,4.95,4.95 (19),5,https://www.airbnb.com/rooms/1234032295914344792?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,61,3,183,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1165,485,0,680,0,0,0,0,0,915920710747044478,Condo in El Poblado,01/18/25 - 01/21/25,169,56,28,4.83,4.83 (64),17,https://www.airbnb.com/rooms/915920710747044478?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,146,0.8639053254,23,0,23,0.1360946746,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,FALSE,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1165,560,0,605,0,0,0,0,0,43541150,Loft in El Poblado,01/18/25 - 01/21/25,150,41,29,4.68,4.68 (336),32,https://www.airbnb.com/rooms/43541150?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,1,0,0,0,0,,,TRUE,,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1165,570,0,595,0,0,0,0,0,1249437302365514997,Apartment in Laureles,01/18/25 - 01/21/25,148,39,25,4.64,4.64 (28),34,https://www.airbnb.com/rooms/1249437302365514997?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,170,1.148648649,9,0,9,0.06081081081,1 king bed,,TRUE,TRUE,TRUE,,,,TRUE,,FALSE,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1160,410,0,750,0,0,0,0,0,558644862441224465,Condo in El Poblado,01/18/25 - 01/21/25,188,71,34,4.97,4.97 (103),3,https://www.airbnb.com/rooms/558644862441224465?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,0.8776595745,0,23,23,0.1223404255,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1160,435,0,725,0,0,0,0,0,1181192029626977467,Apartment in Medellín,01/18/25 - 01/21/25,179,66,22,4.92,4.92 (24),8,https://www.airbnb.com/rooms/1181192029626977467?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,130,0.7262569832,27,22,49,0.2737430168,1 bed,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,FALSE,FALSE,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1160,540,0,620,0,0,0,0,0,54144812,Loft in Medellín,01/18/25 - 01/21/25,154,45,26,4.71,4.71 (21),29,https://www.airbnb.com/rooms/54144812?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,142,0.9220779221,12,0,12,0.07792207792,1 double bed,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1155,420,0,735,0,0,0,0,0,1152094690085433624,Apartment in Medellín,01/18/25 - 01/21/25,185,69,25,4.94,4.94 (17),6,https://www.airbnb.com/rooms/1152094690085433624?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.7459459459,21,26,47,0.2540540541,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1150,460,0,690,0,0,0,0,0,1162338280209067856,Loft in Medellín,01/18/25 - 01/21/25,174,61,37,4.85,4.85 (39),15,https://www.airbnb.com/rooms/1162338280209067856?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,58,3,174,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1145,490,0,655,0,0,0,0,0,1147507656100072802,Loft in Medellín,01/18/25 - 01/21/25,167,55,35,4.78,4.78 (49),22,https://www.airbnb.com/rooms/1147507656100072802?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,56,3,167,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1145,500,0,645,0,0,0,0,0,44676951,Loft in El Poblado,01/18/25 - 01/21/25,165,53,34,4.76,4.76 (324),24,https://www.airbnb.com/rooms/44676951?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1140,410,0,730,0,0,0,0,0,879916641161778319,Apartment in Medellín,01/18/25 - 01/21/25,188,71,29,4.93,4.93 (75),7,https://www.airbnb.com/rooms/879916641161778319?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,0.7978723404,15,23,38,0.2021276596,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1140,415,0,725,0,0,0,0,0,921727368303627882,Apartment in Medellín,01/18/25 - 01/21/25,187,70,27,4.92,4.92 (36),8,https://www.airbnb.com/rooms/921727368303627882?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,180,0.9625668449,20,23,43,0.2299465241,,TRUE,TRUE,,TRUE,,,TRUE,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1140,485,0,655,0,0,0,0,0,1147516096563765685,Loft in El Poblado,01/18/25 - 01/21/25,169,56,35,4.78,4.78 (32),22,https://www.airbnb.com/rooms/1147516096563765685?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,56,3,169,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
